groundtruth, prepare, model, total
0.11803989799227566, 0.207612169906497, 0.008908087969757617, 0.38762688636779785
0.12421660695690662, 0.2155563780106604, 0.008942143060266972, 0.3957254886627197
0.11845689092297107, 0.20975047000683844, 0.008917287923395634, 0.47040700912475586
0.15301229897886515, 0.24511591694317758, 0.008907477022148669, 0.42768335342407227
0.09554067102726549, 0.18641019298229367, 0.008921945933252573, 0.3709230422973633
0.10818283399567008, 0.19991121697239578, 0.00894360791426152, 0.38026976585388184
0.12157795403618366, 0.2130760649451986, 0.00891085690818727, 0.3941230773925781
0.12966673204209656, 0.22134967800229788, 0.008920852094888687, 0.3910982608795166
0.09647717198822647, 0.18796513206325471, 0.008927921066060662, 0.44919610023498535
0.1277055749669671, 0.21918158000335097, 0.00891991297248751, 0.40094447135925293
0.12270084605552256, 0.2133621840039268, 0.00893131794873625, 0.3943047523498535
0.09890613507013768, 0.19895695708692074, 0.008919704938307405, 0.3660755157470703
0.10003712901379913, 0.20491651899646968, 0.00890040397644043, 0.39638209342956543
0.13368160894606262, 0.22557407792191952, 0.00892084906809032, 0.4070720672607422
0.09810825996100903, 0.18962241197004914, 0.008906456991098821, 0.4531536102294922
0.09766289195977151, 0.18797163607086986, 0.00888788909651339, 0.3682868480682373
0.10310638009104878, 0.1945086510386318, 0.008903417969122529, 0.3758113384246826
0.1087907359469682, 0.199345460976474, 0.008919119951315224, 0.3802216053009033
0.12589437304995954, 0.2177832629531622, 0.008901156019419432, 0.39948058128356934
0.09502094809431583, 0.19431013893336058, 0.008899917942471802, 0.37694644927978516
0.09463691990822554, 0.18436759407632053, 0.008897944004274905, 0.44534945487976074
0.12794273998588324, 0.21906595001928508, 0.008869913057424128, 0.4026210308074951
0.09550430194940418, 0.18565778399351984, 0.008933094097301364, 0.36554431915283203
0.10645893902983516, 0.20804477389901876, 0.008912728982977569, 0.39012908935546875
0.09631697507575154, 0.18712934700306505, 0.008916443912312388, 0.3685610294342041
0.10697620105929673, 0.2088546110317111, 0.008882532943971455, 0.3901052474975586
0.10132147499825805, 0.19162719696760178, 0.008913464960642159, 0.45740604400634766
0.09548150503542274, 0.2001316410023719, 0.008913530968129635, 0.380901575088501
0.0948695809347555, 0.18723848299123347, 0.00893255602568388, 0.36770153045654297
0.09682969492860138, 0.18946195591706783, 0.008917320985347033, 0.3713083267211914
0.12038601795211434, 0.21230199001729488, 0.008930986979976296, 0.39414501190185547
0.09470193600282073, 0.18646815093234181, 0.00893063296098262, 0.3689570426940918
0.1167673459276557, 0.20745528396219015, 0.008923529065214097, 0.47025632858276367
0.10786551795899868, 0.19890928792301565, 0.008868830045685172, 0.37901973724365234
0.09661387593951076, 0.18688977602869272, 0.008885824005119503, 0.3668248653411865
0.11918077105656266, 0.2099799569696188, 0.008912198012694716, 0.3915750980377197
0.11586487095337361, 0.21977223502472043, 0.008931138087064028, 0.4020240306854248
0.11963182396721095, 0.21890848106704652, 0.008944801054894924, 0.40161728858947754
