model_1hp, prepare, model_2hp, total
0.016731471987441182, 0.021034123026765883, 0.008580488967709243, 0.13987231254577637
0.01686854800209403, 0.021278622094541788, 0.008569836034439504, 0.07364177703857422
0.016807093052193522, 0.021033403929322958, 0.008544999058358371, 0.07514071464538574
0.016745021101087332, 0.021074887015856802, 0.00855728704482317, 0.07518291473388672
0.01677335100248456, 0.021036603022366762, 0.008619903004728258, 0.07427501678466797
0.01691857201512903, 0.021319243940524757, 0.008610337972640991, 0.07553410530090332
0.01677135901991278, 0.020964202005416155, 0.008584122988395393, 0.07471728324890137
0.016732832067646086, 0.020905461977235973, 0.008553872001357377, 0.07392239570617676
0.016745542990975082, 0.020970919984392822, 0.00856672110967338, 0.0766761302947998
0.016850556014105678, 0.02115667494945228, 0.008578761015087366, 0.07493185997009277
0.01684555201791227, 0.021095931995660067, 0.00855886097997427, 0.07416224479675293
0.01675780408550054, 0.020931062987074256, 0.008566980948671699, 0.07494688034057617
0.0167502200929448, 0.020978357060812414, 0.008551215985789895, 0.07480907440185547
0.016998988925479352, 0.021321831038221717, 0.008585197036154568, 0.0758507251739502
0.016670185956172645, 0.020789721980690956, 0.008571829064749181, 0.07467246055603027
0.01672825892455876, 0.020884681027382612, 0.008582268957979977, 0.0760345458984375
0.016735648037865758, 0.020881757023744285, 0.00856480491347611, 0.07413411140441895
0.01674909796565771, 0.02117618208285421, 0.008733951952308416, 0.08399295806884766
0.016710722004063427, 0.02086064196191728, 0.008514415007084608, 0.07533836364746094
0.016780300997197628, 0.020930940052494407, 0.008576776017434895, 0.07565760612487793
0.016701727057807148, 0.02103446307592094, 0.008552409941330552, 0.14173436164855957
0.016925328061915934, 0.021205100929364562, 0.00860132195521146, 0.07464480400085449
0.01673767901957035, 0.020988525939173996, 0.008562947041355073, 0.07424521446228027
0.01679005695041269, 0.021006405004300177, 0.008560567977838218, 0.07389569282531738
0.01678762200754136, 0.021202326053753495, 0.008661141968332231, 0.07588338851928711
0.01673094101715833, 0.021069656941108406, 0.008592434925958514, 0.07456374168395996
0.016655493061989546, 0.02070459898095578, 0.008558235946111381, 0.07321810722351074
0.01677668304182589, 0.021002561901696026, 0.008556391927413642, 0.07460737228393555
0.01674393389839679, 0.0209012950072065, 0.008549046004191041, 0.07428932189941406
0.016654548002406955, 0.02117669105064124, 0.008581503992900252, 0.07496213912963867
0.016848913044668734, 0.02127563103567809, 0.008566519943997264, 0.07486271858215332
0.016680612927302718, 0.020345699973404408, 0.008563610026612878, 0.07750201225280762
0.01668219396378845, 0.020377756911329925, 0.008558166911825538, 0.07436418533325195
